2	1	0.00165142
1	1	0.00115034
1	2	0.00173559
1	2	0.00159556
3	1	0.00194391
1	3	0.00139468
3	3	0.00143134
1	3	0.00156757
1	3	0.0018622
1	3	0.00177597
2	2	0.00182169
1	1	0.00183738
1	3	0.0019113
1	3	0.00140916
1	1	0.00157287
1	1	0.00169616
1	1	0.00156277
1	1	0.00161402
3	2	0.00185974
1	3	0.00165553
1	1	0.00122034
1	3	0.0021554
1	2	0.00171165
1	1	0.00135124
1	3	0.00119001
1	1	0.00158559
1	3	0.00185175
2	3	0.00156204
3	2	0.00135671
2	3	0.00178026
2	1	0.00173356
1	2	0.00169574
2	3	0.00157063
1	1	0.00171746
2	3	0.00174479
2	1	0.00177539
2	1	0.00141132
1	1	0.00138043
3	3	0.00149763
1	2	0.00154447
1	1	0.00208611
1	1	0.00208545
1	2	0.00149075
2	3	0.00151201
1	1	0.00202295
1	1	0.00198567
1	3	0.00161917
1	3	0.00166193
1	1	0.00165131
1	1	0.0015242
3	1	0.00151694
1	2	0.0018311
1	2	0.00168989
1	1	0.00167513
3	1	0.00199156
3	2	0.0014944
2	1	0.00146578
2	1	0.00159291
1	2	0.00153923
1	3	0.00131388
3	1	0.00180846
1	3	0.00173073
1	1	0.0018217
3	1	0.00157974
1	3	0.00150766
1	1	0.00179765
1	3	0.00203487
1	1	0.00124135
1	2	0.00164697
2	1	0.00140799
1	3	0.0016969
1	1	0.00186883
1	2	0.00174909
3	1	0.00167703
1	2	0.00151902
1	1	0.00147777
3	2	0.0014224
1	3	0.00159055
3	1	0.00140939
1	1	0.00137309
1	1	0.0016884
1	2	0.00163386
1	2	0.00181731
1	1	0.00168549
1	1	0.00143598
1	1	0.00150941
2	2	0.00164731
1	1	0.00182458
1	1	0.00145419
1	1	0.00154708
1	3	0.00175489
1	2	0.00131001
1	2	0.00147367
1	3	0.00166161
1	2	0.00168807
1	3	0.00173622
1	2	0.00161027
2	1	0.00168614
2	3	0.00145167
3	2	0.00132395
