3	1	0.000958227
3	2	0.00117434
1	1	0.00127882
1	1	0.00149072
1	1	0.00182247
1	1	0.00118387
1	2	0.00187774
3	3	0.000902509
2	1	0.00120821
1	1	0.00168189
3	2	0.0011682
1	2	0.00107672
2	1	0.00194407
3	1	0.00196312
2	2	0.00150162
2	1	0.00156781
1	2	0.00203465
2	1	0.00206852
1	1	0.0019572
3	3	0.00111085
1	2	0.00226442
3	1	0.00129489
1	2	0.00154501
1	1	0.00116998
2	1	0.00186481
2	1	0.00183022
2	2	0.00122171
1	1	0.00193502
1	3	0.00119726
3	1	0.00174791
3	2	0.00137483
2	2	0.0022545
1	1	0.00160475
3	3	0.000847148
1	2	0.00142747
1	1	0.000990956
3	2	0.00138758
3	3	0.00117313
1	2	0.000803273
2	2	0.000909883
2	1	0.00175931
1	1	0.0012858
1	1	0.000727698
2	1	0.00120551
1	2	0.00181925
1	1	0.00238315
1	2	0.00133578
3	3	0.0017255
3	3	0.00146332
1	2	0.00110026
1	1	0.00201552
1	2	0.001792
1	1	0.00199137
2	1	0.000823173
1	2	0.000965905
1	1	0.000922879
2	1	0.00124049
1	1	0.00128517
2	2	0.00137868
1	1	0.000733386
1	2	0.000962366
3	1	0.00221099
1	1	0.0017748
2	1	0.00106506
1	1	0.00155507
3	1	0.00167473
1	2	0.00130226
2	1	0.00130049
1	1	0.00183591
1	1	0.00170543
1	3	0.0012837
3	1	0.00131074
1	3	0.00127573
1	1	0.00142813
1	3	0.00161434
1	3	0.00146132
2	1	0.00279457
1	3	0.000602178
3	1	0.00104932
1	2	0.00167745
1	1	0.00156341
2	1	0.00164767
2	2	0.00139896
1	1	0.0012887
3	1	0.00126156
2	3	0.00121583
1	1	0.00135574
1	3	0.00124452
3	2	0.00170037
2	1	0.00141508
2	2	0.00160821
1	1	0.000830521
2	1	0.00109391
2	2	0.0019469
3	1	0.0011562
3	2	0.00105147
1	1	0.00142273
3	2	0.00187395
3	1	0.00169102
2	1	0.00132664
