2	1	0.0015233
1	1	0.0015436
1	2	0.00161965
3	1	0.00127234
1	1	0.00118416
1	2	0.00154622
3	3	0.00177665
1	1	0.00151174
2	3	0.00167413
1	1	0.00165382
3	1	0.00158844
3	1	0.00147301
1	1	0.00126744
3	3	0.00127187
1	2	0.00141672
1	1	0.00157542
2	2	0.00143996
3	2	0.00168633
1	1	0.00115619
1	3	0.00150664
2	2	0.00137572
1	1	0.0012728
1	3	0.00156708
1	3	0.00162911
1	1	0.00147434
3	3	0.00128329
1	1	0.0015027
1	3	0.00119781
1	3	0.00140414
1	1	0.00120689
2	1	0.00161005
3	1	0.00161968
1	1	0.00182537
1	1	0.00141089
3	3	0.00116857
1	1	0.00151904
1	1	0.00166276
1	1	0.00159845
2	2	0.00141109
2	3	0.00129632
3	1	0.00187306
3	1	0.00120573
2	2	0.00192053
1	1	0.0017108
3	1	0.00139557
1	1	0.00167952
1	1	0.00113739
3	1	0.00164783
1	3	0.00163971
2	3	0.00115362
1	1	0.00155873
2	1	0.00143533
2	2	0.00102189
2	3	0.0011399
1	1	0.00135132
3	1	0.000929036
1	2	0.0016662
1	1	0.00160816
1	1	0.00104812
2	1	0.000947609
3	1	0.00102678
2	3	0.00122475
1	1	0.00123706
3	2	0.00179772
2	1	0.0010487
2	1	0.00140596
1	1	0.00153325
1	3	0.00145058
3	2	0.00158321
2	1	0.00146539
1	2	0.00132245
3	3	0.00146003
2	2	0.00131562
1	3	0.00168595
3	3	0.00179798
2	3	0.00149427
1	1	0.00160628
3	2	0.00171771
3	2	0.00174643
2	3	0.0016873
1	2	0.00147513
2	1	0.00153421
1	1	0.00184291
2	2	0.00121236
2	1	0.00150614
1	1	0.00138109
1	3	0.00142433
1	1	0.00137135
3	1	0.0017316
1	2	0.000954166
1	1	0.00117196
2	3	0.00136209
1	1	0.0013201
2	2	0.00142163
1	1	0.00186009
1	1	0.0012427
1	1	0.00147437
1	2	0.00141184
3	1	0.00171055
1	2	0.00132302
