3	1	0.00134927
1	3	0.00180785
2	1	0.00155854
2	2	0.00177022
1	1	0.00178442
1	1	0.00214639
1	1	0.0014101
1	2	0.00159991
1	1	0.00142812
1	2	0.00161424
2	1	0.00171775
2	2	0.00168494
1	1	0.00145216
1	3	0.00207493
1	3	0.00161507
2	1	0.00157569
1	1	0.00171726
2	1	0.0014846
1	1	0.00158876
3	2	0.00174154
2	1	0.00155906
1	1	0.00168082
1	2	0.00147714
1	1	0.00159143
1	2	0.00180365
1	2	0.001735
1	2	0.00146432
1	2	0.00196123
1	3	0.00145351
1	1	0.00167816
1	2	0.00180256
1	2	0.00169011
1	1	0.00136818
1	1	0.0014823
1	2	0.00213313
3	3	0.00202487
1	1	0.00131366
1	2	0.00183651
1	1	0.00157904
1	3	0.00149561
1	2	0.00158772
1	1	0.00174985
1	1	0.00160767
2	3	0.00153655
1	1	0.00151313
1	3	0.00152505
1	2	0.00163958
1	1	0.00173129
1	2	0.00162912
1	1	0.00165397
1	1	0.00199125
1	1	0.00173374
3	3	0.00167891
1	2	0.00166765
1	2	0.00136931
2	1	0.0014978
3	2	0.00218038
1	1	0.00156637
1	3	0.0017252
3	3	0.00221441
1	2	0.00170662
1	2	0.00192199
1	1	0.0017565
1	1	0.00162468
1	3	0.00147232
3	2	0.0017854
1	3	0.00155344
1	1	0.00177348
2	1	0.00168871
3	2	0.00167147
1	1	0.00129275
3	1	0.00143346
1	2	0.00161564
1	2	0.00170674
1	1	0.00182589
1	2	0.00148022
2	1	0.00170876
3	3	0.00174813
1	1	0.00161408
1	1	0.00149451
1	3	0.00175169
2	1	0.00175588
1	1	0.00155347
1	2	0.00158488
1	2	0.00166081
1	2	0.00172444
1	1	0.00156811
1	1	0.00156042
1	1	0.00185726
1	2	0.00147053
1	1	0.00176618
3	1	0.0015292
1	2	0.00191941
1	1	0.00183488
1	2	0.00132117
2	1	0.00169823
1	1	0.00134145
1	3	0.00140886
1	2	0.00160116
1	3	0.00175439
