2	2	0.00137052
1	2	0.00154776
1	1	0.00207278
1	1	0.00180304
1	1	0.00104407
2	1	0.00169
1	1	0.00193065
1	2	0.00196179
1	2	0.00198032
3	1	0.00147564
2	3	0.00181122
1	3	0.00164085
1	1	0.00198745
3	1	0.00165243
1	3	0.00168426
1	2	0.00193268
1	1	0.00139064
1	2	0.00199835
1	1	0.00121333
1	1	0.00159554
3	1	0.00148866
1	2	0.00167133
1	2	0.00183508
3	1	0.00143462
1	3	0.00174857
1	2	0.00167053
1	2	0.00157797
1	1	0.00148711
3	1	0.00135468
1	2	0.00171108
1	3	0.00184281
1	1	0.00168359
3	1	0.00180217
1	2	0.00195577
3	2	0.00155609
1	1	0.00134687
1	1	0.00174982
1	1	0.00166987
1	3	0.00196062
1	1	0.00204524
1	3	0.00161197
1	3	0.00200391
1	3	0.00145216
1	3	0.0016649
3	2	0.00159973
1	3	0.00179881
1	1	0.00141429
2	1	0.001963
1	2	0.00137676
1	2	0.00162865
2	1	0.00155766
1	1	0.00153789
1	2	0.00170115
2	2	0.0015544
1	1	0.00159815
1	2	0.00140616
3	1	0.0017646
1	1	0.00178032
1	1	0.00187369
2	1	0.00127748
1	1	0.00180182
1	1	0.00206511
1	1	0.00147244
1	1	0.00144233
2	1	0.00186178
1	1	0.00153297
1	2	0.00128196
1	1	0.00151363
1	1	0.00132961
3	1	0.00165448
1	2	0.00136524
1	2	0.00137992
3	3	0.00135525
1	1	0.00111413
3	1	0.0016147
1	1	0.00200739
2	1	0.00156108
1	2	0.00168191
3	1	0.0016649
1	1	0.00164235
2	3	0.00154865
1	1	0.00167218
1	2	0.00152816
2	1	0.00213264
1	3	0.00162062
1	1	0.00147085
1	1	0.00156138
1	1	0.00148172
2	1	0.00199047
3	2	0.00157869
1	2	0.00184824
1	1	0.00174801
2	1	0.00158942
1	2	0.00188011
3	2	0.001924
2	2	0.00215274
3	2	0.00153159
3	3	0.00205813
1	3	0.00178175
1	1	0.0016799
