1	2	0.00687768
1	2	0.0068228
1	2	0.00675077
2	1	0.0077624
1	1	0.006547
1	2	0.00704864
3	1	0.00736906
1	1	0.00681099
1	2	0.0075088
1	2	0.00750643
3	1	0.00790685
2	1	0.0080241
2	1	0.00603559
3	3	0.00575606
1	1	0.00892199
1	2	0.00660177
2	1	0.00816259
3	2	0.00692079
3	3	0.00688212
1	3	0.00730143
3	2	0.00803886
1	2	0.00709921
3	3	0.0079891
2	3	0.00921242
1	1	0.00707228
1	1	0.00710136
2	2	0.00731499
3	1	0.00863645
1	1	0.00658235
1	1	0.00633556
1	2	0.00768669
1	1	0.00750867
2	2	0.00589643
3	1	0.00849897
1	3	0.00684958
2	2	0.00666624
1	2	0.00757781
1	1	0.00582689
1	2	0.0063787
1	1	0.00552954
1	1	0.00776639
1	3	0.00769544
3	1	0.00800127
2	2	0.00754018
2	1	0.00904847
3	1	0.00620693
2	1	0.00811655
3	2	0.0068551
1	1	0.00805902
2	1	0.00779921
1	2	0.00814568
3	2	0.00773263
1	2	0.00844544
1	1	0.00724937
1	1	0.00755583
1	1	0.00664437
1	1	0.00790516
1	2	0.0058196
3	1	0.00742972
1	1	0.00756033
1	2	0.00719058
3	2	0.00643652
2	2	0.00626908
1	2	0.00609971
1	1	0.00751621
2	1	0.00787293
2	1	0.00862226
2	2	0.00830334
1	1	0.00791359
1	1	0.00756074
1	1	0.00723169
1	1	0.00593301
3	2	0.00705828
3	3	0.00786853
2	1	0.00847099
3	2	0.00743701
1	1	0.00563556
1	3	0.00621628
1	1	0.00723432
1	2	0.00750308
1	1	0.00836304
2	3	0.00798716
1	1	0.00772522
1	1	0.00878205
1	1	0.00710539
3	1	0.0066979
1	3	0.00698657
1	2	0.00763445
1	2	0.00811066
3	2	0.00693851
2	1	0.00561766
1	2	0.00529529
1	3	0.00944497
3	3	0.00671344
2	2	0.00779359
2	2	0.00666085
1	1	0.00594703
1	2	0.00910013
3	2	0.00778048
1	3	0.0059259
