2	1	0.00886598
1	1	0.00780086
2	1	0.00528359
2	2	0.00845148
2	3	0.00566263
2	1	0.00655571
3	1	0.00744857
1	1	0.0069063
1	1	0.00584309
1	1	0.00325231
2	1	0.00896784
2	1	0.00636194
2	1	0.00719146
3	1	0.00677709
1	2	0.00614534
3	2	0.00832935
3	2	0.00579848
1	1	0.00625835
1	2	0.00562265
1	2	0.00786529
1	1	0.00644055
1	1	0.00906651
1	2	0.00792445
1	2	0.00884601
2	3	0.00832662
3	1	0.00669804
1	1	0.00680495
1	1	0.00663276
1	1	0.00995906
1	1	0.00670163
1	3	0.0066146
2	1	0.00670586
1	1	0.00636467
1	3	0.00696325
1	1	0.00653912
3	2	0.00782479
1	3	0.00643011
3	1	0.00743381
3	2	0.00763028
2	3	0.00689521
1	1	0.00620073
3	2	0.00787414
1	1	0.00881264
1	2	0.00717831
1	1	0.0078805
1	1	0.0049574
2	3	0.00459516
3	1	0.00534029
2	1	0.00846346
2	3	0.00405228
3	1	0.00930465
1	1	0.00819653
3	3	0.00583497
3	1	0.00776167
2	1	0.00705993
1	1	0.00679506
2	2	0.00599703
1	2	0.00536904
1	1	0.00632757
1	1	0.00799204
1	1	0.00773167
2	3	0.00768323
1	2	0.00748087
2	2	0.005838
1	3	0.00589701
1	3	0.00387925
2	2	0.00736133
3	1	0.00452936
3	1	0.00860905
3	1	0.00660701
2	1	0.0066443
1	2	0.00781231
3	1	0.00913781
1	2	0.00782874
2	3	0.00965812
3	2	0.00646755
2	1	0.00854785
2	1	0.00685706
3	1	0.00679548
1	3	0.00480336
1	1	0.00796337
1	1	0.00819007
3	2	0.0057476
2	1	0.00823898
1	1	0.00653732
1	1	0.00935568
2	2	0.00703094
1	3	0.00718432
1	1	0.00796891
1	1	0.00764293
1	2	0.00781722
1	2	0.00580473
1	1	0.00831441
1	1	0.00464469
3	1	0.00544258
2	2	0.00876709
1	2	0.00637491
2	1	0.00706389
3	3	0.0052708
2	3	0.00846391
